#Locus	Accession	Start	End	Length	RevGeneID	FwdGeneID	RevOperonId	FwdOperonId
locus_0127	NZ_CP015225.1	223275	223645	371	TK06_RS00895	TK06_RS00900		operon 27
locus_0131	NZ_CP015225.1	226762	226870	109		TK06_RS00920		operon 28
locus_0134	NZ_CP015225.1	230945	231034	90		TK06_RS00940		
locus_0135	NZ_CP015225.1	235362	235681	320	TK06_RS00950	TK06_RS00955	operon 29	
locus_0136	NZ_CP015225.1	236927	237072	146		TK06_RS00960		operon 30
locus_0139	NZ_CP015225.1	240608	240739	132		TK06_RS00980		operon 31
locus_0143	NZ_CP015225.1	246116	246528	413	TK06_RS00995	TK06_RS01000		
locus_0144	NZ_CP015225.1	249588	249711	124	TK06_RS01005	TK06_RS01010		operon 32
locus_0148	NZ_CP015225.1	260598	260602	5	TK06_RS01060		operon 33	
locus_0150	NZ_CP015225.1	263230	263375	146	TK06_RS01065			
locus_0151	NZ_CP015225.1	264195	264375	181	TK06_RS01070	TK06_RS01075		
locus_0152	NZ_CP015225.1	267100	267191	92		TK06_RS01080		operon 34
locus_0153	NZ_CP015225.1	271802	271908	107	TK06_RS01095		operon 35	
locus_0154	NZ_CP015225.1	274276	274500	225	TK06_RS01100	TK06_RS01105		operon 36
locus_0155	NZ_CP015225.1	276444	276550	107		TK06_RS01115		
locus_0156	NZ_CP015225.1	279127	279238	112	TK06_RS01125	TK06_RS01130	operon 37	operon 38
locus_0157	NZ_CP015225.1	286217	286304	88	TK06_RS01145			
locus_0161	NZ_CP015225.1	292073	292417	345	TK06_RS01170		operon 39	
locus_0163	NZ_CP015225.1	295084	295138	55	TK06_RS01180		operon 40	
locus_0164	NZ_CP015225.1	296132	296275	144	TK06_RS01185			
locus_0165	NZ_CP015225.1	296897	297059	163	TK06_RS01190	TK06_RS01195		
locus_0166	NZ_CP015225.1	297501	297639	139		TK06_RS01200		
locus_0167	NZ_CP015225.1	298423	298593	171		TK06_RS01205		
locus_0168	NZ_CP015225.1	299254	299517	264		TK06_RS01210		
locus_0169	NZ_CP015225.1	299758	299886	129		TK06_RS01215		operon 41
locus_0171	NZ_CP015225.1	303203	303251	49		TK06_RS01235		operon 42
locus_0174	NZ_CP015225.1	308323	308615	293	TK06_RS01250	TK06_RS01255		
locus_0175	NZ_CP015225.1	310191	310574	384	TK06_RS01260			
locus_0176	NZ_CP015225.1	311298	311544	247	TK06_RS01265	TK06_RS01270		
locus_0177	NZ_CP015225.1	312496	312679	184		TK06_RS01275		
locus_0178	NZ_CP015225.1	316919	317278	360	TK06_RS01280	TK06_RS01285		
locus_0179	NZ_CP015225.1	318101	318246	146		TK06_RS01290		operon 43
locus_0180	NZ_CP015225.1	320236	320353	118		TK06_RS01305		
locus_0185	NZ_CP015225.1	324618	324815	198	TK06_RS01320			
locus_0188	NZ_CP015225.1	327201	327326	126	TK06_RS01335	TK06_RS30460	operon 44	
locus_0194	NZ_CP015225.1	338028	338164	137	TK06_RS01380		operon 45	
locus_0197	NZ_CP015225.1	342973	343843	871	TK06_RS01405	TK06_RS01410	operon 46	
locus_0198	NZ_CP015225.1	347200	347654	455	TK06_RS01415			
locus_0199	NZ_CP015225.1	348417	348586	170	TK06_RS01420			
locus_0200	NZ_CP015225.1	350172	350255	84	TK06_RS01430		operon 47	
locus_0201	NZ_CP015225.1	351627	351874	248	TK06_RS01435			
locus_0202	NZ_CP015225.1	353620	353678	59	TK06_RS01445		operon 48	
locus_0203	NZ_CP015225.1	354126	354324	199	TK06_RS01450			
locus_0204	NZ_CP015225.1	355204	355656	453	TK06_RS01455			
locus_0205	NZ_CP015225.1	357883	358177	295	TK06_RS01460			
locus_0206	NZ_CP015225.1	359969	360194	226	TK06_RS01475	TK06_RS01480		operon 49
locus_0208	NZ_CP015225.1	363294	363416	123	TK06_RS01490			
locus_0210	NZ_CP015225.1	364863	364943	81	TK06_RS01500			
locus_0211	NZ_CP015225.1	365904	366211	308	TK06_RS01505	TK06_RS01510	operon 50	operon 51
locus_0213	NZ_CP015225.1	369299	369401	103		TK06_RS01520		operon 52
locus_0215	NZ_CP015225.1	374916	375003	88	TK06_RS01540			
locus_0216	NZ_CP015225.1	377382	377600	219	TK06_RS01565		operon 53	
locus_0217	NZ_CP015225.1	378194	378334	141	TK06_RS01575	TK06_RS01580	operon 54	
locus_0218	NZ_CP015225.1	379198	379361	164	TK06_RS01585	TK06_RS01590		operon 55
locus_0221	NZ_CP015225.1	382718	382883	166	TK06_RS01600	TK06_RS31435		
locus_0222	NZ_CP015225.1	383978	384219	242	TK06_RS01605	TK06_RS01610		
locus_0223	NZ_CP015225.1	385351	385446	96		TK06_RS01615		
locus_0224	NZ_CP015225.1	389156	389236	81	TK06_RS01625			
locus_0225	NZ_CP015225.1	390188	390421	234	TK06_RS01630		operon 56	
locus_0226	NZ_CP015225.1	391421	391586	166	TK06_RS01635	TK06_RS01640		operon 57
locus_0227	NZ_CP015225.1	393851	394041	191		TK06_RS01650		
locus_0228	NZ_CP015225.1	395950	396195	246	TK06_RS01655	TK06_RS01660		
locus_0229	NZ_CP015225.1	398457	398697	241	TK06_RS01665			
locus_0230	NZ_CP015225.1	399250	399514	265	TK06_RS01670			
locus_0233	NZ_CP015225.1	401550	401716	167	TK06_RS01685		operon 58	
locus_0234	NZ_CP015225.1	402671	402770	100	TK06_RS01690	TK06_RS01695		
locus_0235	NZ_CP015225.1	404414	404504	91	TK06_RS01700	TK06_RS01705		
locus_0236	NZ_CP015225.1	407867	408043	177	TK06_RS01715		operon 59	
locus_0237	NZ_CP015225.1	410098	410437	340	TK06_RS01725	TK06_RS01730	operon 60	operon 61
locus_0238	NZ_CP015225.1	411456	411608	153		TK06_RS01740		operon 62
locus_0240	NZ_CP015225.1	413982	414113	132	TK06_RS01750	TK06_RS01755		operon 63
locus_0242	NZ_CP015225.1	417687	417889	203	TK06_RS01770			
locus_0243	NZ_CP015225.1	419072	419237	166	TK06_RS01775			
locus_0244	NZ_CP015225.1	420769	420863	95	TK06_RS01785	TK06_RS01790	operon 64	
locus_0245	NZ_CP015225.1	422823	423374	552	TK06_RS01795	TK06_RS01800		operon 65
locus_0247	NZ_CP015225.1	425355	425440	86		TK06_RS01810		
locus_0249	NZ_CP015225.1	434786	435039	254		TK06_RS01850		
locus_0252	NZ_CP015225.1	439356	439580	225	TK06_RS01865		operon 66	
locus_0253	NZ_CP015225.1	440508	440795	288	TK06_RS01870	TK06_RS01875		operon 67
locus_0254	NZ_CP015225.1	442089	442175	87		TK06_RS01880		
locus_0256	NZ_CP015225.1	444449	444747	299	TK06_RS01890			
locus_0257	NZ_CP015225.1	445396	445748	353	TK06_RS01895			
locus_0258	NZ_CP015225.1	446550	446763	214	TK06_RS01900	TK06_RS01905		
locus_0259	NZ_CP015225.1	448943	449191	249	TK06_RS01910			
locus_0260	NZ_CP015225.1	449759	449993	235	TK06_RS01915			
locus_0261	NZ_CP015225.1	450518	450811	294	TK06_RS01925	TK06_RS01930	operon 68	
locus_0262	NZ_CP015225.1	452517	452707	191	TK06_RS01935	TK06_RS01940		operon 69
locus_0266	NZ_CP015225.1	459395	459481	87	TK06_RS01960	TK06_RS01965	operon 70	
locus_0267	NZ_CP015225.1	461852	461956	105	TK06_RS01970	TK06_RS01975		operon 71
locus_0268	NZ_CP015225.1	463292	463396	105	TK06_RS30465			
locus_0269	NZ_CP015225.1	464009	464128	120	TK06_RS01985	TK06_RS01990		
locus_0270	NZ_CP015225.1	467069	467229	161	TK06_RS01995	TK06_RS02000		operon 72
locus_0271	NZ_CP015225.1	468657	468785	129		TK06_RS02010		
locus_0272	NZ_CP015225.1	472209	472317	109	TK06_RS02015	TK06_RS02020		operon 73
locus_0274	NZ_CP015225.1	473488	473599	112		TK06_RS02030		
locus_0275	NZ_CP015225.1	473855	474147	293		TK06_RS02035		
locus_0276	NZ_CP015225.1	475372	475528	157	TK06_RS30470			
locus_0277	NZ_CP015225.1	475802	476142	341	TK06_RS02045	TK06_RS02050		
locus_0278	NZ_CP015225.1	477103	477193	91		TK06_RS02055		
locus_0279	NZ_CP015225.1	477615	477997	383	TK06_RS30475			
locus_0280	NZ_CP015225.1	478865	478974	110	TK06_RS02060	TK06_RS02065		
locus_0281	NZ_CP015225.1	480661	480736	76	TK06_RS02070			
locus_0282	NZ_CP015225.1	480920	481368	449	TK06_RS30480			
locus_0289	NZ_CP015225.1	490074	490516	443	TK06_RS02115	TK06_RS02120	operon 74	
locus_0291	NZ_CP015225.1	494092	494308	217	TK06_RS02130	TK06_RS02135		
locus_0292	NZ_CP015225.1	495318	495463	146	TK06_RS02140			
locus_0293	NZ_CP015225.1	495644	495768	125	TK06_RS02145			
locus_0294	NZ_CP015225.1	496333	496449	117	TK06_RS02150			
locus_0295	NZ_CP015225.1	497506	497690	185	TK06_RS02155			
locus_0297	NZ_CP015225.1	500209	500336	128	TK06_RS02170		operon 75	
locus_0298	NZ_CP015225.1	501411	501559	149	TK06_RS02175	TK06_RS02180		
locus_0299	NZ_CP015225.1	503086	503173	88	TK06_RS02185			
locus_0300	NZ_CP015225.1	504570	505071	502	TK06_RS02195		operon 76	
locus_0301	NZ_CP015225.1	505375	505577	203	TK06_RS02200	TK06_RS02205	operon 77	
locus_0302	NZ_CP015225.1	505929	506037	109		TK06_RS02210		
locus_0303	NZ_CP015225.1	506551	506676	126	TK06_RS02215			
locus_0304	NZ_CP015225.1	506893	507126	234	TK06_RS02220	TK06_RS02225		
locus_0305	NZ_CP015225.1	507967	508166	200		TK06_RS02230		
locus_0306	NZ_CP015225.1	509526	509699	174		TK06_RS02235		
locus_0307	NZ_CP015225.1	510264	510387	124		TK06_RS02240		
locus_0308	NZ_CP015225.1	512560	512753	194	TK06_RS02245	TK06_RS02250		
locus_0309	NZ_CP015225.1	513758	513968	211	TK06_RS02255			
locus_0310	NZ_CP015225.1	515514	515618	105	TK06_RS02260			
locus_0311	NZ_CP015225.1	516483	516861	379	TK06_RS02265	TK06_RS02270		
locus_0312	NZ_CP015225.1	518131	518250	120		TK06_RS02275		
locus_0313	NZ_CP015225.1	519196	519445	250		TK06_RS02280		
locus_0314	NZ_CP015225.1	521574	521872	299	TK06_RS02285			
locus_0315	NZ_CP015225.1	522758	522931	174	TK06_RS02290			
locus_0316	NZ_CP015225.1	523946	524207	262	TK06_RS02295	TK06_RS02300		
locus_0317	NZ_CP015225.1	525345	525634	290		TK06_RS02305		
locus_0319	NZ_CP015225.1	528487	528653	167		TK06_RS02315		operon 78
locus_0322	NZ_CP015225.1	532067	532362	296	TK06_RS02330	TK06_RS02335		
locus_0324	NZ_CP015225.1	537493	537587	95	TK06_RS02355	TK06_RS31445	operon 79	
locus_0325	NZ_CP015225.1	539273	539354	82	TK06_RS02365	TK06_RS02370		
locus_0326	NZ_CP015225.1	540982	541091	110	TK06_RS02375	TK06_RS02380		
locus_0328	NZ_CP015225.1	543217	543499	283	TK06_RS02385			
locus_0330	NZ_CP015225.1	548457	548648	192	TK06_RS02405	TK06_RS02410	operon 80	
locus_0331	NZ_CP015225.1	550153	550472	320	TK06_RS02415			
locus_0332	NZ_CP015225.1	551343	551538	196	TK06_RS02420			
locus_0334	NZ_CP015225.1	554391	554448	58	TK06_RS02435		operon 81	
locus_0336	NZ_CP015225.1	556219	556391	173	TK06_RS02445		operon 82	
locus_0337	NZ_CP015225.1	557694	558481	788	TK06_RS02450	TK06_RS02455		
locus_0338	NZ_CP015225.1	558836	559108	273		TK06_RS02460		
locus_0339	NZ_CP015225.1	560832	560924	93	TK06_RS30490	TK06_RS02470		
locus_0340	NZ_CP015225.1	562564	562746	183	TK06_RS30495			
locus_0341	NZ_CP015225.1	565390	565572	183	TK06_RS02485		operon 83	
locus_0342	NZ_CP015225.1	567013	567620	608	TK06_RS02490	TK06_RS02495		
locus_0343	NZ_CP015225.1	569100	569177	78		TK06_RS02500		operon 84
locus_0344	NZ_CP015225.1	570462	570545	84		TK06_RS02505		
locus_0345	NZ_CP015225.1	572031	572269	239		TK06_RS02510		
locus_0346	NZ_CP015225.1	574748	575015	268	TK06_RS02520	TK06_RS02525	operon 85	operon 86
locus_0348	NZ_CP015225.1	579845	580157	313	TK06_RS02545	TK06_RS02550	operon 87	
locus_0349	NZ_CP015225.1	582096	582289	194		TK06_RS02555		operon 88
locus_0352	NZ_CP015225.1	586380	586527	148		TK06_RS02575		operon 89
locus_0355	NZ_CP015225.1	590594	590939	346		TK06_RS02590		operon 90
locus_0356	NZ_CP015225.1	591867	591943	77		TK06_RS02595		
locus_0357	NZ_CP015225.1	593498	593645	148		TK06_RS02600		
locus_0358	NZ_CP015225.1	594669	594995	327		TK06_RS02605		
locus_0359	NZ_CP015225.1	595401	595580	180		TK06_RS02610		
locus_0360	NZ_CP015225.1	597637	597723	87	TK06_RS02615			
locus_0361	NZ_CP015225.1	597955	598083	129	TK06_RS02620		operon 91	
locus_0362	NZ_CP015225.1	598321	598746	426	TK06_RS30500	TK06_RS02630		
locus_0363	NZ_CP015225.1	599197	599367	171		TK06_RS02635		
locus_0364	NZ_CP015225.1	600379	600518	140		TK06_RS02640		
locus_0365	NZ_CP015225.1	601277	601440	164	TK06_RS30505			
locus_0366	NZ_CP015225.1	601570	601733	164	TK06_RS30510			
locus_0367	NZ_CP015225.1	607795	608000	206	TK06_RS02675		operon 92	
locus_0368	NZ_CP015225.1	609582	610329	748		TK06_RS02690		
locus_0369	NZ_CP015225.1	613330	613482	153	TK06_RS02695			
locus_0371	NZ_CP015225.1	615343	615540	198	TK06_RS02705	TK06_RS02710	operon 93	
locus_0376	NZ_CP015225.1	625607	625803	197	TK06_RS02750		operon 94	
locus_0378	NZ_CP015225.1	627876	627889	14	TK06_RS02760	TK06_RS30515	operon 95	operon 96
locus_0382	NZ_CP015225.1	636578	636956	379	TK06_RS02790	TK06_RS02795		
locus_0383	NZ_CP015225.1	641160	641567	408	TK06_RS02800	TK06_RS02805		
locus_0384	NZ_CP015225.1	643088	643265	178	TK06_RS02810	TK06_RS02815		
locus_0385	NZ_CP015225.1	644558	644684	127	TK06_RS02820			
locus_0387	NZ_CP015225.1	646409	646799	391	TK06_RS02830	TK06_RS31460	operon 97	
locus_0388	NZ_CP015225.1	648556	648698	143	TK06_RS02840	TK06_RS02845		
locus_0390	NZ_CP015225.1	650330	650467	138	TK06_RS02850	TK06_RS02855		
locus_0393	NZ_CP015225.1	654404	655016	613	TK06_RS30520			
locus_0396	NZ_CP015225.1	663225	663473	249	TK06_RS02900		operon 98	
locus_0397	NZ_CP015225.1	664923	665021	99	TK06_RS02905			
locus_0398	NZ_CP015225.1	665790	665854	65	TK06_RS02910	TK06_RS02915	operon 99	
locus_0399	NZ_CP015225.1	666614	666702	89		TK06_RS02920		
locus_0400	NZ_CP015225.1	667156	667356	201		TK06_RS02925		
locus_0401	NZ_CP015225.1	668119	668445	327		TK06_RS02930		
locus_0402	NZ_CP015225.1	669920	670005	86	TK06_RS02935			
locus_0403	NZ_CP015225.1	670270	670454	185	TK06_RS02940	TK06_RS02945	operon 100	
locus_0404	NZ_CP015225.1	671013	671209	197		TK06_RS02950		operon 101
locus_0406	NZ_CP015225.1	673968	674238	271	TK06_RS02960	TK06_RS02965		operon 102
locus_0409	NZ_CP015225.1	680774	681161	388		TK06_RS02995		operon 103
locus_0412	NZ_CP015225.1	690154	690285	132	TK06_RS03005			
locus_0413	NZ_CP015225.1	691045	691354	310	TK06_RS03010			
locus_0414	NZ_CP015225.1	693092	693284	193	TK06_RS03015	TK06_RS03020		
locus_0415	NZ_CP015225.1	694608	694826	219		TK06_RS03025		operon 104
locus_0417	NZ_CP015225.1	697413	697530	118		TK06_RS03035		operon 105
locus_0418	NZ_CP015225.1	699032	699187	156		TK06_RS03045		
locus_0419	NZ_CP015225.1	705292	705409	118	TK06_RS03060		operon 106	
locus_0421	NZ_CP015225.1	712473	713073	601	TK06_RS03090	TK06_RS03095	operon 107	
locus_0422	NZ_CP015225.1	713443	713776	334		TK06_RS03100		
locus_0424	NZ_CP015225.1	716525	716616	92	TK06_RS03110			
locus_0426	NZ_CP015225.1	719456	719697	242	TK06_RS03125	TK06_RS03130	operon 108	
locus_0427	NZ_CP015225.1	722255	722685	431	TK06_RS03135	TK06_RS03140		
locus_0428	NZ_CP015225.1	728139	728250	112	TK06_RS03145	TK06_RS31490		
locus_0429	NZ_CP015225.1	728726	728850	125	TK06_RS03150			
locus_0430	NZ_CP015225.1	730285	730479	195	TK06_RS03155	TK06_RS03160		
locus_0431	NZ_CP015225.1	731443	731647	205	TK06_RS03165	TK06_RS03170		operon 109
locus_0433	NZ_CP015225.1	735030	735145	116	TK06_RS03190	TK06_RS03195	operon 110	
locus_0434	NZ_CP015225.1	736075	736221	147	TK06_RS03200	TK06_RS03205		operon 111
locus_0436	NZ_CP015225.1	741761	741932	172		TK06_RS03230		operon 112
locus_0437	NZ_CP015225.1	744563	745094	532		TK06_RS03240		
locus_0438	NZ_CP015225.1	746280	746493	214		TK06_RS03245		
locus_0439	NZ_CP015225.1	761836	761948	113	TK06_RS03250			
locus_0440	NZ_CP015225.1	762102	762264	163	TK06_RS31495			
locus_0441	NZ_CP015225.1	764313	764535	223	TK06_RS03260	TK06_RS03265	operon 113	
locus_0442	NZ_CP015225.1	764800	764967	168		TK06_RS03270		
locus_0443	NZ_CP015225.1	766180	766409	230		TK06_RS03275		
locus_0444	NZ_CP015225.1	768610	768951	342	TK06_RS03280	TK06_RS03285		operon 114
locus_0447	NZ_CP015225.1	774946	775082	137	TK06_RS03310			
locus_0451	NZ_CP015225.1	781936	782168	233	TK06_RS03345		operon 115	
locus_0452	NZ_CP015225.1	782919	783038	120	TK06_RS03350			
locus_0453	NZ_CP015225.1	784529	784719	191	TK06_RS03360		operon 116	
locus_0454	NZ_CP015225.1	786765	786876	112	TK06_RS03370		operon 117	
locus_0455	NZ_CP015225.1	787549	787751	203	TK06_RS03375			
locus_0456	NZ_CP015225.1	788919	789055	137	TK06_RS03380	TK06_RS03385		
locus_0457	NZ_CP015225.1	790448	790647	200		TK06_RS03390		
locus_0458	NZ_CP015225.1	793578	793830	253	TK06_RS03395			
locus_0459	NZ_CP015225.1	794038	794163	126	TK06_RS03400	TK06_RS03405		
locus_0460	NZ_CP015225.1	795721	796039	319	TK06_RS03410			
locus_0461	NZ_CP015225.1	796937	797026	90	TK06_RS03415	TK06_RS03420		operon 118
locus_0462	NZ_CP015225.1	799714	800119	406		TK06_RS03430		
locus_0465	NZ_CP015225.1	808520	808709	190	TK06_RS03475		operon 119	
locus_0467	NZ_CP015225.1	810723	810920	198	TK06_RS03485	TK06_RS03490	operon 120	operon 121
locus_0469	NZ_CP015225.1	812563	812812	250		TK06_RS03505		operon 122
locus_0471	NZ_CP015225.1	814685	814865	181		TK06_RS03515		
locus_0472	NZ_CP015225.1	817590	817876	287	TK06_RS03525		operon 123	
locus_0473	NZ_CP015225.1	818099	818155	57	TK06_RS31505	TK06_RS03530		operon 124
locus_0475	NZ_CP015225.1	820558	820717	160	TK06_RS03540	TK06_RS03545		
locus_0476	NZ_CP015225.1	822251	822405	155		TK06_RS03550		operon 125
locus_0477	NZ_CP015225.1	823054	823141	88		TK06_RS03555		
locus_0478	NZ_CP015225.1	824929	825009	81		TK06_RS03565		operon 126
locus_0480	NZ_CP015225.1	828514	828613	100	TK06_RS03580	TK06_RS31515		
locus_0481	NZ_CP015225.1	831187	831491	305	TK06_RS03590	TK06_RS03595	operon 127	operon 128
locus_0485	NZ_CP015225.1	842978	843254	277		TK06_RS03635		operon 129
locus_0487	NZ_CP015225.1	846156	846265	110		TK06_RS03650		
locus_0488	NZ_CP015225.1	849258	849569	312	TK06_RS03655	TK06_RS03660		
locus_0489	NZ_CP015225.1	851567	851779	213	TK06_RS03665	TK06_RS03670		
locus_0490	NZ_CP015225.1	852611	852718	108		TK06_RS03675		
locus_0491	NZ_CP015225.1	854168	854308	141		TK06_RS03680		
locus_0492	NZ_CP015225.1	856669	856828	160	TK06_RS03685	TK06_RS03690		
locus_0493	NZ_CP015225.1	857996	858081	86	TK06_RS03695	TK06_RS03700		
locus_0494	NZ_CP015225.1	859771	859842	72	TK06_RS31520	TK06_RS03710	operon 130	
locus_0496	NZ_CP015225.1	860953	861274	322		TK06_RS03720		
locus_0497	NZ_CP015225.1	862544	862700	157		TK06_RS03725		
locus_0499	NZ_CP015225.1	866139	866959	821	TK06_RS03735	TK06_RS03740		operon 131
locus_0500	NZ_CP015225.1	871942	872036	95	TK06_RS03755			
locus_0501	NZ_CP015225.1	873327	873509	183	TK06_RS03760			
locus_0502	NZ_CP015225.1	873777	874117	341	TK06_RS03765	TK06_RS03770		
locus_0504	NZ_CP015225.1	877586	877643	58	TK06_RS03780		operon 132	
locus_0505	NZ_CP015225.1	878325	878560	236	TK06_RS03785			
