locusId	sysName	scaffoldId	begin	end	strand	type	desc
Pf6N2E2_32	TK06_RS00155	NZ_CP015225.1	70667	71818	-	1	Membrane protein mosC
Pf6N2E2_33	TK06_RS00160	NZ_CP015225.1	71998	72999	+	1	Diaminopimelate epimerase (EC 5.1.1.7)
Pf6N2E2_34	TK06_RS00165	NZ_CP015225.1	73056	74303	-	1	Cytosine deaminase (EC 3.5.4.1)
Pf6N2E2_35	TK06_RS00170	NZ_CP015225.1	74316	75587	-	1	Cytosine permease
Pf6N2E2_36	TK06_RS00175	NZ_CP015225.1	75774	76604	-	1	Possible oxidoreductase
Pf6N2E2_37	TK06_RS00180	NZ_CP015225.1	76838	77194	-	1	6-carboxytetrahydropterin synthase (EC 4.1.2.50) @ Queuosine biosynthesis QueD, PTPS-I
Pf6N2E2_38	TK06_RS00185	NZ_CP015225.1	77278	78357	-	1	FIG00954456: hypothetical protein
Pf6N2E2_39	TK06_RS00190	NZ_CP015225.1	78501	78809	+	1	FIG00857858: hypothetical protein
Pf6N2E2_40	TK06_RS00195	NZ_CP015225.1	78809	79120	+	1	Phosphonate ABC transporter phosphate-binding periplasmic component (TC 3.A.1.9.1)
Pf6N2E2_41	TK06_RS00200	NZ_CP015225.1	79120	79788	+	1	Two-component system response regulator QseB
Pf6N2E2_42	TK06_RS00205	NZ_CP015225.1	79785	81098	+	1	Sensor protein PhoQ (EC 2.7.13.3)
Pf6N2E2_43	TK06_RS00210	NZ_CP015225.1	81349	82668	+	1	Histidine permease YuiF
Pf6N2E2_44	TK06_RS00215	NZ_CP015225.1	82928	84607	+	1	Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)
Pf6N2E2_45	TK06_RS00220	NZ_CP015225.1	84785	86209	-	1	Putative protease
Pf6N2E2_46	TK06_RS00225	NZ_CP015225.1	86264	87325	+	1	membrane protein, putative
Pf6N2E2_47	TK06_RS00230	NZ_CP015225.1	87322	87504	-	1	FIG00961567: hypothetical protein
Pf6N2E2_48	TK06_RS00235	NZ_CP015225.1	87594	87788	-	1	FIG00955661: hypothetical protein
Pf6N2E2_6095	TK06_RS00240	NZ_CP015225.1	88040	88112	-	5	tRNA-Asn-GTT
Pf6N2E2_49	TK06_RS00245	NZ_CP015225.1	88348	88575	+	1	FIG00967200: hypothetical protein
Pf6N2E2_50	TK06_RS00250	NZ_CP015225.1	88788	89984	-	1	Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57) @ Aromatic-amino-acid aminotransferase (EC 2.6.1.57)
Pf6N2E2_52	TK06_RS00255	NZ_CP015225.1	90316	92331	+	1	Excinuclease ABC subunit B
Pf6N2E2_53	TK06_RS00260	NZ_CP015225.1	92556	94037	+	1	Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)
Pf6N2E2_6096	TK06_RS00265	NZ_CP015225.1	94184	94256	+	5	tRNA-Ala-GGC
Pf6N2E2_6097	TK06_RS00270	NZ_CP015225.1	94339	94411	+	5	tRNA-Glu-TTC
Pf6N2E2_6098	TK06_RS00275	NZ_CP015225.1	94468	94540	+	5	tRNA-Ala-GGC
Pf6N2E2_6099	TK06_RS00280	NZ_CP015225.1	94619	94691	+	5	tRNA-Glu-TTC
Pf6N2E2_54	TK06_RS00285	NZ_CP015225.1	94876	95415	+	1	Transcriptional regulator, TetR family
Pf6N2E2_55	TK06_RS00290	NZ_CP015225.1	95444	96277	+	1	Probable hydrolase
Pf6N2E2_56	TK06_RS00295	NZ_CP015225.1	96323	96772	+	1	FIG002571: 4-hydroxybenzoyl-CoA thioesterase domain protein
Pf6N2E2_58	TK06_RS00300	NZ_CP015225.1	96886	97845	+	1	tRNA-dihydrouridine synthase C (EC 1.-.-.-)
Pf6N2E2_59	TK06_RS00305	NZ_CP015225.1	97966	98418	+	1	16 kDa heat shock protein A
Pf6N2E2_60	TK06_RS00310	NZ_CP015225.1	98612	101890	-	1	Sensory box/GGDEF family protein
Pf6N2E2_61	TK06_RS00315	NZ_CP015225.1	101960	102238	-	1	Cys regulon transcriptional activator CysB
Pf6N2E2_62	TK06_RS00320	NZ_CP015225.1	102208	102852	-	1	Cys regulon transcriptional activator CysB
Pf6N2E2_64	TK06_RS00325	NZ_CP015225.1	104440	105084	+	1	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)
Pf6N2E2_65	TK06_RS00330	NZ_CP015225.1	105223	105987	+	1	SAM-dependent methyltransferase YafE (UbiE paralog)
Pf6N2E2_66	TK06_RS00335	NZ_CP015225.1	106054	107136	+	1	3-isopropylmalate dehydrogenase (EC 1.1.1.85)
Pf6N2E2_67	TK06_RS00340	NZ_CP015225.1	107191	108303	+	1	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)
Pf6N2E2_68	TK06_RS00345	NZ_CP015225.1	108457	109467	+	1	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)
Pf6N2E2_69	TK06_RS00350	NZ_CP015225.1	109678	112272	+	1	Probable type IV pilus assembly FimV-related transmembrane protein
Pf6N2E2_70	TK06_RS00355	NZ_CP015225.1	112610	113464	+	1	tRNA pseudouridine synthase A (EC 4.2.1.70)
Pf6N2E2_71	TK06_RS00360	NZ_CP015225.1	113528	114160	+	1	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)
Pf6N2E2_72	TK06_RS00365	NZ_CP015225.1	114413	115333	+	1	Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)
Pf6N2E2_73	TK06_RS00370	NZ_CP015225.1	115330	116637	+	1	Dihydrofolate synthase (EC 6.3.2.12) @ Folylpolyglutamate synthase (EC 6.3.2.17)
Pf6N2E2_74	TK06_RS00375	NZ_CP015225.1	116621	117295	+	1	DedD protein
Pf6N2E2_75	TK06_RS00380	NZ_CP015225.1	117385	117945	+	1	Colicin V production protein
Pf6N2E2_76	TK06_RS00385	NZ_CP015225.1	117987	119492	+	1	Amidophosphoribosyltransferase (EC 2.4.2.14)
Pf6N2E2_77	TK06_RS00390	NZ_CP015225.1	119551	120762	+	1	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)
Pf6N2E2_78	TK06_RS00395	NZ_CP015225.1	120759	121532	+	1	Oxidoreductase, short chain dehydrogenase/reductase family
Pf6N2E2_6100	TK06_RS00400	NZ_CP015225.1	121701	121773	+	5	tRNA-Val-TAC
Pf6N2E2_6101	TK06_RS00405	NZ_CP015225.1	121835	121908	+	5	tRNA-Asp-GTC
Pf6N2E2_6102	TK06_RS00410	NZ_CP015225.1	122002	122075	+	5	tRNA-Asp-GTC
Pf6N2E2_79	TK06_RS00415	NZ_CP015225.1	122508	123776	+	1	Mobile element protein
Pf6N2E2_80	TK06_RS00420	NZ_CP015225.1	123820	125004	-	1	Nucleoside-diphosphate-sugar epimerases
Pf6N2E2_6103	TK06_RS00425	NZ_CP015225.1	125287	125360	+	5	tRNA-Val-GAC
Pf6N2E2_82	TK06_RS00440	NZ_CP015225.1	126999	127151	-	1	hypothetical protein
Pf6N2E2_83	TK06_RS00445	NZ_CP015225.1	127513	128382	-	1	transcriptional regulator, AraC family
Pf6N2E2_84	TK06_RS00455	NZ_CP015225.1	129585	129857	+	1	hypothetical protein
Pf6N2E2_85	TK06_RS00460	NZ_CP015225.1	129986	130294	-	1	FIG045511: hypothetical antitoxin (to FIG022160: hypothetical toxin)
Pf6N2E2_86	TK06_RS00465	NZ_CP015225.1	130297	130467	-	1	FIG022160: hypothetical toxin
Pf6N2E2_87	TK06_RS00470	NZ_CP015225.1	131038	131397	+	1	hypothetical protein
Pf6N2E2_90	TK06_RS00500	NZ_CP015225.1	135485	136639	+	1	Lipoprotein, putative
Pf6N2E2_91	TK06_RS00505	NZ_CP015225.1	136781	137665	-	1	Transcriptional regulator, LysR family
Pf6N2E2_92	TK06_RS00510	NZ_CP015225.1	137772	138221	+	1	hypothetical protein
Pf6N2E2_93	TK06_RS00515	NZ_CP015225.1	138950	139378	-	1	probable membrane protein STY3606
Pf6N2E2_94	TK06_RS00520	NZ_CP015225.1	139673	140587	-	1	Cyn operon transcriptional activator
Pf6N2E2_95	TK06_RS00525	NZ_CP015225.1	140697	141782	+	1	putative oxygenase (putative secreted protein)
Pf6N2E2_96	TK06_RS00530	NZ_CP015225.1	141787	142551	+	1	FIG011065: hypothetical protein
Pf6N2E2_97	TK06_RS00535	NZ_CP015225.1	142645	143355	+	1	putataive branched-chain amino acid transport protein AzlC
Pf6N2E2_98	TK06_RS00540	NZ_CP015225.1	143352	143660	+	1	putative transmembrane protein
Pf6N2E2_99	TK06_RS00545	NZ_CP015225.1	143714	143854	-	1	hypothetical protein
Pf6N2E2_100	TK06_RS00550	NZ_CP015225.1	144153	145364	-	1	membrane protein, putative
Pf6N2E2_101	TK06_RS00555	NZ_CP015225.1	145493	146005	+	1	CigR (Putative inner membrane protein)
Pf6N2E2_102	TK06_RS00560	NZ_CP015225.1	146344	148188	-	1	sigma-54 dependent transcriptional regulator
Pf6N2E2_103	TK06_RS00565	NZ_CP015225.1	148544	149638	+	1	Various polyols ABC transporter, ATP-binding component
Pf6N2E2_104	TK06_RS00570	NZ_CP015225.1	149638	150747	+	1	Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)
Pf6N2E2_105	TK06_RS00575	NZ_CP015225.1	150744	151610	+	1	Glycerol-3-phosphate ABC transporter, permease protein UgpA (TC 3.A.1.1.3)
Pf6N2E2_106	TK06_RS00580	NZ_CP015225.1	151621	152421	+	1	Glycerol-3-phosphate ABC transporter, permease protein UgpE (TC 3.A.1.1.3)
Pf6N2E2_107	TK06_RS00585	NZ_CP015225.1	152432	152704	+	1	Probable transmembrane protein
Pf6N2E2_108	TK06_RS00590	NZ_CP015225.1	152753	154495	+	1	Glycerol-3-phosphate ABC transporter, permease protein UgpA (TC 3.A.1.1.3)
Pf6N2E2_109	TK06_RS00595	NZ_CP015225.1	154615	155490	-	1	Hydrolases of the alpha/beta superfamily
Pf6N2E2_110	TK06_RS00600	NZ_CP015225.1	155679	156461	-	1	Cellobiose phosphotransferase system YdjC-like protein
Pf6N2E2_111	TK06_RS00605	NZ_CP015225.1	156445	157620	-	1	FIG00954746: hypothetical protein
Pf6N2E2_112	TK06_RS00610	NZ_CP015225.1	157626	158315	-	1	hypothetical protein
Pf6N2E2_113	TK06_RS00615	NZ_CP015225.1	158312	160225	-	1	FIG00963512: hypothetical protein
Pf6N2E2_114	TK06_RS00620	NZ_CP015225.1	160330	161634	-	1	Polysaccharide biosynthesis protein
Pf6N2E2_115	TK06_RS00625	NZ_CP015225.1	161631	162635	-	1	FIG00958408: hypothetical protein
Pf6N2E2_116	TK06_RS00630	NZ_CP015225.1	162648	163784	-	1	Glycosyltransferase
Pf6N2E2_117	TK06_RS00635	NZ_CP015225.1	163777	164736	-	1	Glycosyl transferase, group 2 family protein
Pf6N2E2_118	TK06_RS00640	NZ_CP015225.1	164733	166103	-	1	FIG00961753: hypothetical protein
Pf6N2E2_119	TK06_RS00645	NZ_CP015225.1	166100	167203	-	1	Glycosyltransferase
Pf6N2E2_120	TK06_RS00650	NZ_CP015225.1	167200	168792	-	1	Tyrosine-protein kinase Wzc (EC 2.7.10.2)
Pf6N2E2_121	TK06_RS00655	NZ_CP015225.1	168810	169832	-	1	probable polysaccharide biosynthesis protein
Pf6N2E2_122	TK06_RS00660	NZ_CP015225.1	169853	170497	-	1	Tyrosine-protein kinase Wzc (EC 2.7.10.2)
Pf6N2E2_123	TK06_RS00665	NZ_CP015225.1	170498	171244	-	1	Undecaprenyl-phosphate galactosephosphotransferase (EC 2.7.8.6)
Pf6N2E2_124	TK06_RS00670	NZ_CP015225.1	171231	172310	-	1	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)
Pf6N2E2_125	TK06_RS00675	NZ_CP015225.1	172307	173671	-	1	UDP-glucose dehydrogenase (EC 1.1.1.22)
Pf6N2E2_126	TK06_RS00680	NZ_CP015225.1	174048	175745	+	1	FIG00960892: hypothetical protein
Pf6N2E2_127	TK06_RS00685	NZ_CP015225.1	176445	177113	+	1	AttE component of AttEFGH ABC transport system
Pf6N2E2_128	TK06_RS00690	NZ_CP015225.1	177113	179581	+	1	AttF component of AttEFGH ABC transport system / AttG component of AttEFGH ABC transport system
Pf6N2E2_129	TK06_RS00695	NZ_CP015225.1	179571	180644	+	1	AttH component of AttEFGH ABC transport system
Pf6N2E2_130	TK06_RS00700	NZ_CP015225.1	180710	180952	+	1	hypothetical protein
Pf6N2E2_132	TK06_RS00705	NZ_CP015225.1	181377	181658	-	1	hcp
Pf6N2E2_134	TK06_RS00710	NZ_CP015225.1	182193	183569	-	1	FIG00960493: hypothetical protein
Pf6N2E2_135	TK06_RS00715	NZ_CP015225.1	183658	184878	-	1	Glycolate dehydrogenase (EC 1.1.99.14), iron-sulfur subunit GlcF
Pf6N2E2_136	TK06_RS00720	NZ_CP015225.1	185041	186099	-	1	Glycolate dehydrogenase (EC 1.1.99.14), FAD-binding subunit GlcE
Pf6N2E2_137	TK06_RS00725	NZ_CP015225.1	186099	187634	-	1	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD
Pf6N2E2_138	TK06_RS00730	NZ_CP015225.1	187665	188594	-	1	Alpha/beta hydrolase fold (EC 3.8.1.5)
Pf6N2E2_139	TK06_RS00735	NZ_CP015225.1	189030	189977	+	1	Two-component response regulator
Pf6N2E2_140	TK06_RS00740	NZ_CP015225.1	190063	191301	+	1	Glutamate carboxypeptidase (EC 3.4.17.11)
Pf6N2E2_141	TK06_RS00745	NZ_CP015225.1	192205	193539	-	1	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)
Pf6N2E2_142	TK06_RS00750	NZ_CP015225.1	193732	194544	-	1	Exodeoxyribonuclease III (EC 3.1.11.2)
Pf6N2E2_143	TK06_RS00755	NZ_CP015225.1	194722	195372	+	1	Histone acetyltransferase HPA2 and related acetyltransferases
Pf6N2E2_144	TK06_RS00760	NZ_CP015225.1	195456	197165	+	1	Uncharacterized protein YtfM precursor
Pf6N2E2_145	TK06_RS00765	NZ_CP015225.1	197183	200836	+	1	putative exported protein
Pf6N2E2_146	TK06_RS00770	NZ_CP015225.1	201072	201554	+	1	Transcriptional regulator, MarR family
Pf6N2E2_147	TK06_RS00775	NZ_CP015225.1	201559	203013	+	1	Outer membrane component of tripartite multidrug resistance system
Pf6N2E2_148	TK06_RS00780	NZ_CP015225.1	203029	204225	+	1	Membrane fusion component of tripartite multidrug resistance system
Pf6N2E2_149	TK06_RS00785	NZ_CP015225.1	204500	206029	+	1	Inner membrane component of tripartite multidrug resistance system
Pf6N2E2_150	TK06_RS00790	NZ_CP015225.1	206185	206934	-	1	UDP-2,3-diacylglucosamine diphosphatase (EC 3.6.1.54)
Pf6N2E2_151	TK06_RS00795	NZ_CP015225.1	206937	207440	-	1	Peptidyl-prolyl cis-trans isomerase PpiB (EC 5.2.1.8)
Pf6N2E2_153	TK06_RS00800	NZ_CP015225.1	207690	209390	+	1	Glutaminyl-tRNA synthetase (EC 6.1.1.18)
Pf6N2E2_154	TK06_RS00805	NZ_CP015225.1	209411	210793	+	1	Cysteinyl-tRNA synthetase (EC 6.1.1.16)
Pf6N2E2_155	TK06_RS00810	NZ_CP015225.1	210992	211447	+	1	Probable transmembrane protein
Pf6N2E2_156	TK06_RS00815	NZ_CP015225.1	211638	211832	-	1	Carbon storage regulator
Pf6N2E2_157	TK06_RS00820	NZ_CP015225.1	212080	212445	+	1	hypothetical protein
Pf6N2E2_158	TK06_RS00825	NZ_CP015225.1	212509	213198	-	1	Endonuclease I precursor (EC 3.1.21.1)
Pf6N2E2_159	TK06_RS00830	NZ_CP015225.1	213204	213452	-	1	FIG00953874: hypothetical protein
Pf6N2E2_160	TK06_RS00835	NZ_CP015225.1	213701	214147	+	1	hypothetical protein
Pf6N2E2_161	TK06_RS00840	NZ_CP015225.1	214281	215237	+	1	Ribose ABC transport system, periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1)
Pf6N2E2_162	TK06_RS00845	NZ_CP015225.1	215296	216849	+	1	Ribose ABC transport system, ATP-binding protein RbsA (TC 3.A.1.2.1)
Pf6N2E2_163	TK06_RS00850	NZ_CP015225.1	216846	217823	+	1	Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1)
Pf6N2E2_164	TK06_RS00855	NZ_CP015225.1	217827	218846	+	1	Ribose operon repressor
Pf6N2E2_165	TK06_RS00860	NZ_CP015225.1	218870	219784	+	1	Ribokinase (EC 2.7.1.15)
Pf6N2E2_166	TK06_RS00865	NZ_CP015225.1	219781	220185	+	1	Ribose ABC transport system, high affinity permease RbsD (TC 3.A.1.2.1)
Pf6N2E2_167	TK06_RS00870	NZ_CP015225.1	220216	221244	+	1	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)
Pf6N2E2_168	TK06_RS00875	NZ_CP015225.1	221293	221490	-	1	hypothetical protein
Pf6N2E2_169	TK06_RS00880	NZ_CP015225.1	221619	221924	+	1	FIG00955358: hypothetical protein
Pf6N2E2_170	TK06_RS00885	NZ_CP015225.1	222087	222401	+	1	lipoprotein, putative
Pf6N2E2_171	TK06_RS00890	NZ_CP015225.1	222470	222682	-	1	Cold shock protein CspG
Pf6N2E2_172	TK06_RS00895	NZ_CP015225.1	222972	223274	-	1	FIG00953292: hypothetical protein
Pf6N2E2_173	TK06_RS00900	NZ_CP015225.1	223646	225568	+	1	Threonyl-tRNA synthetase (EC 6.1.1.3)
Pf6N2E2_174	TK06_RS00905	NZ_CP015225.1	225586	226119	+	1	Translation initiation factor 3
Pf6N2E2_175	TK06_RS00910	NZ_CP015225.1	226180	226374	+	1	LSU ribosomal protein L35p
Pf6N2E2_176	TK06_RS00915	NZ_CP015225.1	226405	226761	+	1	LSU ribosomal protein L20p
Pf6N2E2_177	TK06_RS00920	NZ_CP015225.1	226871	227887	+	1	Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)
Pf6N2E2_178	TK06_RS00925	NZ_CP015225.1	227923	230301	+	1	Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)
Pf6N2E2_179	TK06_RS00930	NZ_CP015225.1	230305	230607	+	1	Integration host factor alpha subunit
Pf6N2E2_180	TK06_RS00935	NZ_CP015225.1	230588	230944	+	1	Transcriptional regulator, MerR family
Pf6N2E2_6104	TK06_RS00940	NZ_CP015225.1	231035	231108	+	5	tRNA-Pro-GGG
Pf6N2E2_181	TK06_RS00945	NZ_CP015225.1	231302	231994	-	1	Two-component response regulator
Pf6N2E2_182	TK06_RS00950	NZ_CP015225.1	231969	235361	-	1	Two-component hybrid sensor and regulator
Pf6N2E2_183	TK06_RS00955	NZ_CP015225.1	235682	236926	+	1	Urea ABC transporter, urea binding protein
Pf6N2E2_184	TK06_RS00960	NZ_CP015225.1	237037	237954	+	1	Urea ABC transporter, permease protein UrtB
Pf6N2E2_185	TK06_RS00965	NZ_CP015225.1	237965	239152	+	1	Urea ABC transporter, permease protein UrtC
Pf6N2E2_186	TK06_RS00970	NZ_CP015225.1	239149	239907	+	1	Urea ABC transporter, ATPase protein UrtD
Pf6N2E2_187	TK06_RS00975	NZ_CP015225.1	239918	240607	+	1	Urea ABC transporter, ATPase protein UrtE
Pf6N2E2_188	TK06_RS00980	NZ_CP015225.1	240740	241969	+	1	Formamidase (EC 3.5.1.49)
Pf6N2E2_190	TK06_RS00985	NZ_CP015225.1	242368	243411	+	1	Aliphatic amidase AmiE (EC 3.5.1.4)
Pf6N2E2_191	TK06_RS00990	NZ_CP015225.1	243415	244458	+	1	ClpB protein
Pf6N2E2_192	TK06_RS00995	NZ_CP015225.1	244676	246115	-	1	hypothetical protein
Pf6N2E2_194	TK06_RS01000	NZ_CP015225.1	246835	247569	+	1	Alcohol dehydrogenase (EC 1.1.1.1)
Pf6N2E2_195	TK06_RS01005	NZ_CP015225.1	247566	249515	-	1	hypothetical protein
Pf6N2E2_196	TK06_RS01010	NZ_CP015225.1	249721	249948	+	1	hypothetical protein
Pf6N2E2_197	TK06_RS01015	NZ_CP015225.1	249945	250262	+	1	Death on curing protein, Doc toxin
Pf6N2E2_199	TK06_RS01020	NZ_CP015225.1	250537	250800	-	1	hypothetical protein
Pf6N2E2_200	TK06_RS01025	NZ_CP015225.1	250861	251967	-	1	Possible glycosyltransferase
Pf6N2E2_201	TK06_RS01030	NZ_CP015225.1	251958	253067	-	1	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)
Pf6N2E2_202	TK06_RS01035	NZ_CP015225.1	253064	254650	-	1	4Fe-4S ferredoxin, iron-sulfur binding
Pf6N2E2_203	TK06_RS01040	NZ_CP015225.1	254640	255920	-	1	UDP-glucose 4-epimerase (EC 5.1.3.2)
Pf6N2E2_204	TK06_RS01045	NZ_CP015225.1	255923	256330	-	1	hypothetical protein
Pf6N2E2_205	TK06_RS01050	NZ_CP015225.1	256327	257073	-	1	hypothetical protein
Pf6N2E2_206	TK06_RS01055	NZ_CP015225.1	257106	258128	-	1	Glycosyl transferase, group 2 family protein
Pf6N2E2_207	TK06_RS01060	NZ_CP015225.1	258141	260522	-	1	related to dolichyl-phosphate mannose synthase
Pf6N2E2_208	TK06_RS01065	NZ_CP015225.1	260782	263229	-	1	Glycosyl transferase, group 2 family protein
Pf6N2E2_209	TK06_RS01070	NZ_CP015225.1	263376	264194	-	1	O-antigen export system permease protein RfbD
Pf6N2E2_210	TK06_RS01075	NZ_CP015225.1	264376	267099	+	1	Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)
Pf6N2E2_211	TK06_RS01080	NZ_CP015225.1	267192	267779	+	1	SanC
Pf6N2E2_212	TK06_RS01085	NZ_CP015225.1	267772	269946	+	1	Glycosyl transferase, group 2 family protein
Pf6N2E2_213	TK06_RS01090	NZ_CP015225.1	269995	270831	-	1	hypothetical protein
Pf6N2E2_214	TK06_RS01095	NZ_CP015225.1	270857	271807	-	1	dTDP-Rha:A-D-GlcNAc-diphosphoryl polyprenol, A-3-L-rhamnosyl transferase WbbL
Pf6N2E2_215	TK06_RS01100	NZ_CP015225.1	271909	274275	-	1	Outer membrane protein assembly factor YaeT precursor
Pf6N2E2_216	TK06_RS01105	NZ_CP015225.1	274501	275184	+	1	Copper-sensing two-component system response regulator CpxR
Pf6N2E2_217	TK06_RS01110	NZ_CP015225.1	275181	276443	+	1	Signal transduction histidine kinase
Pf6N2E2_218	TK06_RS01115	NZ_CP015225.1	276551	277000	+	1	hypothetical protein
Pf6N2E2_219	TK06_RS01120	NZ_CP015225.1	277022	277705	-	1	Response regulator BaeR
Pf6N2E2_220	TK06_RS01125	NZ_CP015225.1	277708	279126	-	1	Sensory histidine kinase BaeS
Pf6N2E2_221	TK06_RS01130	NZ_CP015225.1	279239	280432	+	1	RND efflux system, membrane fusion protein CmeA
Pf6N2E2_222	TK06_RS01135	NZ_CP015225.1	280435	283581	+	1	RND efflux system, inner membrane transporter CmeB
Pf6N2E2_223	TK06_RS01140	NZ_CP015225.1	283578	284975	+	1	RND efflux system, outer membrane lipoprotein CmeC
Pf6N2E2_224	TK06_RS01145	NZ_CP015225.1	285218	286216	-	1	transcription factor nitR
Pf6N2E2_225	TK06_RS01150	NZ_CP015225.1	286305	287783	-	1	Putative benzaldehyde dehydrogenase oxidoreductase protein (EC 1.2.1.28)
Pf6N2E2_226	TK06_RS01155	NZ_CP015225.1	287858	288706	-	1	2,3-dihydroxybiphenyl 1,2-dioxygenase
Pf6N2E2_227	TK06_RS01160	NZ_CP015225.1	288729	290375	-	1	3-(3-hydroxy-phenyl)propionate hydroxylase (EC 1.14.13.-)
Pf6N2E2_228	TK06_RS01165	NZ_CP015225.1	290397	291218	-	1	Transcriptional regulator, IclR family
