Gene ID	Locus Tag	Gene Product Name	Genome ID	Genome Name
Psest_0018	Psest_0018	amino acid ABC transporter membrane protein 1, PAAT family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0019	Psest_0019	amino acid ABC transporter substrate-binding protein, PAAT family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0020	Psest_0020	trk system potassium uptake protein TrkA  	2507149015	Pseudomonas stutzeri RCH2
Psest_0021	Psest_0021	16S rRNA m(5)C-967 methyltransferase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0022	Psest_0022	methionyl-tRNA formyltransferase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0023	Psest_0023	peptide deformylase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0024	Psest_0024	LysM domain-containing protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0025	Psest_0025	DNA processing protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0026	Psest_0026	translation factor SUA5  	2507149015	Pseudomonas stutzeri RCH2
Psest_0027	Psest_0027	NADPH2:quinone reductase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0028	Psest_0028	coproporphyrinogen oxidase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0029	Psest_0029	shikimate dehydrogenase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0030	Psest_0030	Putative NADH-flavin reductase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0031	Psest_0031	Membrane-anchored ribosome-binding protein, inhibits growth in stationary phase, ElaB/YqjD/DUF883 family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0032	Psest_0032	D-alanyl-D-alanine endopeptidase (penicillin-binding protein 7)  	2507149015	Pseudomonas stutzeri RCH2
Psest_0033	Psest_0033	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0034	Psest_0034	iron complex outermembrane recepter protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0035	Psest_0035	PepSY-associated TM region  	2507149015	Pseudomonas stutzeri RCH2
Psest_0036	Psest_0036	Uncharacterized membrane protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0037	Psest_0037	trehalose synthase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0038	Psest_0038	protein of unknown function (DUF4157)  	2507149015	Pseudomonas stutzeri RCH2
Psest_0039	Psest_0039	phosphoglucomutase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0040	Psest_0040	Protein of unknown function (DUF2934)  	2507149015	Pseudomonas stutzeri RCH2
Psest_0041	Psest_0041	Uncharacterized conserved protein YdgA, DUF945 family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0042	Psest_0042	transcriptional regulator, LysR family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0043	Psest_0043	Predicted membrane protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0044	Psest_0044	Nuclease-related domain-containing protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0045	Psest_0045	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0046	Psest_0046	Uncharacterized protein conserved in bacteria  	2507149015	Pseudomonas stutzeri RCH2
Psest_0047	Psest_0047	NTE family protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0048	Psest_0048	ATP-binding cassette, subfamily B, multidrug efflux pump  	2507149015	Pseudomonas stutzeri RCH2
Psest_0049	Psest_0049	Uncharacterized conserved protein YndB, AHSA1/START domain  	2507149015	Pseudomonas stutzeri RCH2
Psest_0050	Psest_0050	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0051	Psest_0051	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0052	Psest_0052	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0053	Psest_0053	protein of unknown function (DUF4126)  	2507149015	Pseudomonas stutzeri RCH2
Psest_0054	Psest_0054	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0055	Psest_0055	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0056	Psest_0056	GST-like protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0057	Psest_0057	DNA-binding transcriptional regulator, XRE-family HTH domain  	2507149015	Pseudomonas stutzeri RCH2
Psest_0058	Psest_0058	serine/threonine-protein kinase HipA  	2507149015	Pseudomonas stutzeri RCH2
Psest_0059	Psest_0059	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0060	Psest_0060	Predicted Fe-S protein YdhL, DUF1289 family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0061	Psest_0061	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0062	Psest_0062	tryptophan synthase, alpha chain  	2507149015	Pseudomonas stutzeri RCH2
Psest_0063	Psest_0063	tryptophan synthase beta chain  	2507149015	Pseudomonas stutzeri RCH2
Psest_0064	Psest_0064	DNA-binding transcriptional regulator, LysR family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0065	Psest_0065	Subtilisin-like serine proteases  	2507149015	Pseudomonas stutzeri RCH2
Psest_0066	Psest_0066	Protein of unknown function (DUF3060)  	2507149015	Pseudomonas stutzeri RCH2
Psest_0067	Psest_0067	Transcriptional regulator GlxA family, contains an amidase domain and an AraC-type DNA-binding HTH domain  	2507149015	Pseudomonas stutzeri RCH2
Psest_0068	Psest_0068	Nicotinamidase-related amidase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0069	Psest_0069	UDP-glucose 4-epimerase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0070	Psest_0070	Glycosyltransferase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0071	Psest_0071	UDP-galactopyranose mutase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0072	Psest_0072	Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0073	Psest_0073	ATP-binding cassette, subfamily B  	2507149015	Pseudomonas stutzeri RCH2
Psest_0074	Psest_0074	KTSC domain-containing protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0075	Psest_0075	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0076	Psest_0076	sodium/proton antiporter, CPA1 family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0077	Psest_0077	luciferase family oxidoreductase, group 1  	2507149015	Pseudomonas stutzeri RCH2
Psest_0078	Psest_0078	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0079	Psest_0079	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0080	Psest_0080	Predicted aminopeptidase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0081	Psest_0081	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0082	Psest_0082	Ferritin-like domain-containing protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0083	Psest_0083	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0084	Psest_0084	TRAP transporter, 4TM/12TM fusion protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0085	Psest_0085	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0086	Psest_0086	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0087	Psest_0087	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0088	Psest_0088	phosphoribosyl 1,2-cyclic phosphate phosphodiesterase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0089	Psest_0089	ribose 1,5-bisphosphokinase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0090	Psest_0090	alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0091	Psest_0091	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL  	2507149015	Pseudomonas stutzeri RCH2
Psest_0092	Psest_0092	putative phosphonate transport system ATP-binding protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0093	Psest_0093	alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0094	Psest_0094	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI  	2507149015	Pseudomonas stutzeri RCH2
Psest_0095	Psest_0095	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH  	2507149015	Pseudomonas stutzeri RCH2
Psest_0096	Psest_0096	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG  	2507149015	Pseudomonas stutzeri RCH2
Psest_0097	Psest_0097	GntR family transcriptional regulator, phosphonate transport system regulatory protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0098	Psest_0098	phosphonate transport system permease protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0099	Psest_0099	phosphonate transport system substrate-binding protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0100	Psest_0100	phosphonate transport system ATP-binding protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0101	Psest_0101	sulfoacetaldehyde reductase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0102	Psest_0102	malonate decarboxylase alpha subunit  	2507149015	Pseudomonas stutzeri RCH2
Psest_0103	Psest_0103	triphosphoribosyl-dephospho-CoA synthase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0104	Psest_0104	malonate decarboxylase delta subunit  	2507149015	Pseudomonas stutzeri RCH2
Psest_0105	Psest_0105	malonate decarboxylase beta subunit  	2507149015	Pseudomonas stutzeri RCH2
Psest_0106	Psest_0106	malonate decarboxylase gamma subunit  	2507149015	Pseudomonas stutzeri RCH2
Psest_0107	Psest_0107	phosphoribosyl-dephospho-CoA transferase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0108	Psest_0108	malonate decarboxylase epsilon subunit  	2507149015	Pseudomonas stutzeri RCH2
Psest_0109	Psest_0109	malonate transporter, MadL subunit  	2507149015	Pseudomonas stutzeri RCH2
Psest_0110	Psest_0110	malonate transporter, MadM subunit  	2507149015	Pseudomonas stutzeri RCH2
Psest_0111	Psest_0111	D-amino-acid dehydrogenase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0112	Psest_0112	LysR family transcriptional regulator, malonate utilization transcriptional regulator  	2507149015	Pseudomonas stutzeri RCH2
Psest_0113	Psest_0113	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0114	Psest_0114	RNA polymerase sigma-70 factor, ECF subfamily  	2507149015	Pseudomonas stutzeri RCH2
Psest_0115	Psest_0115	Uncharacterized membrane protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0116	Psest_0116	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0117	Psest_0117	Putative DNA-binding domain-containing protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0118	Psest_0118	putative oxidoreductase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0119	Psest_0119	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0120	Psest_0120	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0121	Psest_0121	LysM domain-containing protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0122	Psest_0122	protein of unknown function (DUF4123)  	2507149015	Pseudomonas stutzeri RCH2
Psest_0123	Psest_0123	type VI secretion system secreted protein VgrG  	2507149015	Pseudomonas stutzeri RCH2
Psest_0124	Psest_0124	sigma-54 dependent transcriptional regulator  	2507149015	Pseudomonas stutzeri RCH2
Psest_0125	Psest_0125	type VI secretion system protein VasG  	2507149015	Pseudomonas stutzeri RCH2
Psest_0126	Psest_0126	type VI secretion system protein ImpH  	2507149015	Pseudomonas stutzeri RCH2
Psest_0127	Psest_0127	type VI secretion system protein ImpG  	2507149015	Pseudomonas stutzeri RCH2
Psest_0128	Psest_0128	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0129	Psest_0129	Protein of unknown function (DUF2931)  	2507149015	Pseudomonas stutzeri RCH2
Psest_0130	Psest_0130	Zn-binding Pro-Ala-Ala-Arg (PAAR) domain-containing protein, incolved in TypeVI secretion  	2507149015	Pseudomonas stutzeri RCH2
Psest_0131	Psest_0131	type VI secretion system protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0132	Psest_0132	type VI secretion system protein ImpC  	2507149015	Pseudomonas stutzeri RCH2
Psest_0133	Psest_0133	type VI secretion system protein ImpB  	2507149015	Pseudomonas stutzeri RCH2
Psest_0134	Psest_0134	type VI secretion system protein VasJ  	2507149015	Pseudomonas stutzeri RCH2
Psest_0135	Psest_0135	glucose-6-phosphate 1-epimerase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0136	Psest_0136	amino acid ABC transporter membrane protein 2, PAAT family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0137	Psest_0137	amino acid ABC transporter membrane protein 1, PAAT family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0138	Psest_0138	amino acid ABC transporter substrate-binding protein, PAAT family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0139	Psest_0139	amino acid ABC transporter ATP-binding protein, PAAT family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0140	Psest_0140	choline/glycine/proline betaine transport protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0141	Psest_0141	polar amino acid transport system substrate-binding protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0142	Psest_0142	Endonuclease YncB, thermonuclease family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0144	Psest_0144	Fe-S cluster biosynthesis and repair protein YggX  	2507149015	Pseudomonas stutzeri RCH2
Psest_0145	Psest_0145	A/G-specific DNA-adenine glycosylase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0146	Psest_0146	AsmA protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0147	Psest_0147	Acetyltransferase (GNAT) domain-containing protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0148	Psest_0148	nitrate/nitrite transport system ATP-binding protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0149	Psest_0149	nitrate/nitrite transport system permease protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0150	Psest_0150	nitrate/nitrite transport system substrate-binding protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0151	Psest_0151	Response regulator with putative antiterminator output domain  	2507149015	Pseudomonas stutzeri RCH2
Psest_0152	Psest_0152	imidazoleglycerol-phosphate dehydratase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0153	Psest_0153	imidazole glycerol phosphate synthase subunit hisH  	2507149015	Pseudomonas stutzeri RCH2
Psest_0154	Psest_0154	Uncharacterized conserved protein, DUF2164 family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0155	Psest_0155	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0156	Psest_0156	imidazole glycerol phosphate synthase subunit hisF  	2507149015	Pseudomonas stutzeri RCH2
Psest_0157	Psest_0157	amino acid ABC transporter substrate-binding protein, PAAT family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0158	Psest_0158	amino acid ABC transporter substrate-binding protein, PAAT family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0159	Psest_0159	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0160	Psest_0160	carboxyl-terminal processing protease  	2507149015	Pseudomonas stutzeri RCH2
Psest_0161	Psest_0161	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB  	2507149015	Pseudomonas stutzeri RCH2
Psest_0162	Psest_0162	phosphoglycerate mutase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0163	Psest_0163	Rhodanese-related sulfurtransferase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0164	Psest_0164	glutaredoxin 3  	2507149015	Pseudomonas stutzeri RCH2
Psest_0165	Psest_0165	preprotein translocase subunit SecB  	2507149015	Pseudomonas stutzeri RCH2
Psest_0166	Psest_0166	NADPH2:quinone reductase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0167	Psest_0167	flagellar FliL protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0168	Psest_0168	Predicted RNA-binding protein, contains PUA-like domain  	2507149015	Pseudomonas stutzeri RCH2
Psest_0169	Psest_0169	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0170	Psest_0170	5-formyltetrahydrofolate cyclo-ligase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0172	Psest_0172	cell division protein ZapA  	2507149015	Pseudomonas stutzeri RCH2
Psest_0173	Psest_0173	cell division protein ZapB  	2507149015	Pseudomonas stutzeri RCH2
Psest_0174	Psest_0174	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0175	Psest_0175	Xaa-Pro aminopeptidase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0176	Psest_0176	2-octaprenyl-6-methoxyphenol hydroxylase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0177	Psest_0177	protein of unknown function (DUF4442)  	2507149015	Pseudomonas stutzeri RCH2
Psest_0178	Psest_0178	2-octaprenylphenol hydroxylase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0179	Psest_0179	iron(III) transport system substrate-binding protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0180	Psest_0180	iron(III) transport system permease protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0181	Psest_0181	aminomethyltransferase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0182	Psest_0182	glycine cleavage system H protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0183	Psest_0183	glycine dehydrogenase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0184	Psest_0184	GTP-binding protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0185	Psest_0185	cytochrome c oxidase, cbb3-type, subunit III  	2507149015	Pseudomonas stutzeri RCH2
Psest_0186	Psest_0186	Thiol:disulfide interchange protein DsbA  	2507149015	Pseudomonas stutzeri RCH2
Psest_0187	Psest_0187	Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0188	Psest_0188	diguanylate cyclase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0189	Psest_0189	N-acetylmuramoyl-L-alanine amidase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0190	Psest_0190	Uncharacterized conserved protein, DUF1330 family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0191	Psest_0191	two-component system, NtrC family, sensor histidine kinase KinB  	2507149015	Pseudomonas stutzeri RCH2
Psest_0192	Psest_0192	two-component system, NtrC family, response regulator AlgB  	2507149015	Pseudomonas stutzeri RCH2
Psest_0193	Psest_0193	conserved hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0194	Psest_0194	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0195	Psest_0195	Uncharacterized membrane protein YtjA, UPF0391 family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0196	Psest_0196	Spore maturation protein SpmA   	2507149015	Pseudomonas stutzeri RCH2
Psest_0197	Psest_0197	TRAP transporter, 4TM/12TM fusion protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0198	Psest_0198	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0199	Psest_0199	methyl-accepting chemotaxis sensory transducer with Pas/Pac sensor  	2507149015	Pseudomonas stutzeri RCH2
Psest_0200	Psest_0200	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0201	Psest_0201	methyl-accepting chemotaxis sensory transducer with Pas/Pac sensor  	2507149015	Pseudomonas stutzeri RCH2
Psest_0202	Psest_0202	diguanylate cyclase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0203	Psest_0203	two-component system, OmpR family, sensor histidine kinase TctE  	2507149015	Pseudomonas stutzeri RCH2
Psest_0204	Psest_0204	two-component system, OmpR family, response regulator TctD  	2507149015	Pseudomonas stutzeri RCH2
Psest_0205	Psest_0205	outer membrane porin, OprD family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0206	Psest_0206	putative tricarboxylic transport membrane protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0207	Psest_0207	putative tricarboxylic transport membrane protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0208	Psest_0208	putative tricarboxylic transport membrane protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0209	Psest_0209	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0210	Psest_0210	phosphate:Na+ symporter  	2507149015	Pseudomonas stutzeri RCH2
Psest_0211	Psest_0211	cytochrome c  	2507149015	Pseudomonas stutzeri RCH2
Psest_0212	Psest_0212	DNA helicase/exodeoxyribonuclease V, gamma subunit  	2507149015	Pseudomonas stutzeri RCH2
Psest_0213	Psest_0213	DNA helicase/exodeoxyribonuclease V, beta subunit  	2507149015	Pseudomonas stutzeri RCH2
Psest_0214	Psest_0214	DNA helicase/exodeoxyribonuclease V, alpha subunit  	2507149015	Pseudomonas stutzeri RCH2
Psest_0215	Psest_0215	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0216	Psest_0216	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0217	Psest_0217	diguanylate cyclase (GGDEF) domain-containing protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0218	Psest_0218	acyl-CoA thioesterase YciA  	2507149015	Pseudomonas stutzeri RCH2
Psest_0219	Psest_0219	phosphate ABC transporter substrate-binding protein, PhoT family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0220	Psest_0220	phosphate transport system permease protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0221	Psest_0221	phosphate transport system permease protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0222	Psest_0222	phosphate ABC transporter ATP-binding protein, PhoT family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0223	Psest_0223	phosphate uptake regulator, PhoU  	2507149015	Pseudomonas stutzeri RCH2
Psest_0224	Psest_0224	DNA-binding transcriptional regulator, LysR family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0225	Psest_0225	Threonine/homoserine efflux transporter RhtA  	2507149015	Pseudomonas stutzeri RCH2
Psest_0226	Psest_0226	small GTP-binding protein domain-containing protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0227	Psest_0227	Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific  	2507149015	Pseudomonas stutzeri RCH2
Psest_0228	Psest_0228	glycerophosphoryl diester phosphodiesterase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0229	Psest_0229	dihydrofolate reductase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0230	Psest_0230	Uncharacterised 5xTM membrane BCR, YitT family COG1284  	2507149015	Pseudomonas stutzeri RCH2
Psest_0231	Psest_0231	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0232	Psest_0232	L-2-hydroxyglutarate oxidase LhgO  	2507149015	Pseudomonas stutzeri RCH2
Psest_0233	Psest_0233	protein of unknown function (DUF4153)  	2507149015	Pseudomonas stutzeri RCH2
Psest_0234	Psest_0234	dihydroxyacid dehydratase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0235	Psest_0235	Alpha/beta hydrolase family protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0236	Psest_0236	23S rRNA (cytosine1962-C5)-methyltransferase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0237	Psest_0237	protease I  	2507149015	Pseudomonas stutzeri RCH2
Psest_0238	Psest_0238	HD-like signal output (HDOD) domain, no enzymatic activity  	2507149015	Pseudomonas stutzeri RCH2
Psest_0239	Psest_0239	DNA-(apurinic or apyrimidinic site) lyase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0240	Psest_0240	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0241	Psest_0241	phosphate:Na+ symporter  	2507149015	Pseudomonas stutzeri RCH2
Psest_0242	Psest_0242	gamma-glutamyltranspeptidase / glutathione hydrolase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0243	Psest_0243	4Fe-4S dicluster domain-containing protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0244	Psest_0244	Phosphopantetheine adenylyltransferase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0245	Psest_0245	Choline dehydrogenase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0246	Psest_0246	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0247	Psest_0247	coniferyl-aldehyde dehydrogenase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0248	Psest_0248	transcriptional regulator, TetR family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0249	Psest_0249	UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing)  	2507149015	Pseudomonas stutzeri RCH2
Psest_0250	Psest_0250	adsorption protein B  	2507149015	Pseudomonas stutzeri RCH2
Psest_0251	Psest_0251	adsorption protein A  	2507149015	Pseudomonas stutzeri RCH2
Psest_0252	Psest_0252	protein of unknown function (DUF4434)  	2507149015	Pseudomonas stutzeri RCH2
Psest_0253	Psest_0253	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0254	Psest_0254	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0255	Psest_0255	16S rRNA m(2)G-966 methyltransferase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0256	Psest_0256	zinc protease  	2507149015	Pseudomonas stutzeri RCH2
Psest_0257	Psest_0257	zinc protease  	2507149015	Pseudomonas stutzeri RCH2
Psest_0258	Psest_0258	fused signal recognition particle receptor  	2507149015	Pseudomonas stutzeri RCH2
Psest_0259	Psest_0259	cell division ATP-binding protein FtsE  	2507149015	Pseudomonas stutzeri RCH2
